Landskode	Stadnamn nynorsk	Stadnamn bokmål	Stadnamn engelsk	Geonames-ID	Stadtype nynorsk	Stadtype bokmål	Stadtype engelsk	Landsnamn nynorsk	Landsnamn bokmål	Landsnamn engelsk	Folketal	Lat	Lon	Høgd over havet	Lenke til county	Lenke til engelsk-XML
AD	Vila	Vila	Vila	3038832	folkesett stad	befolket sted	populated place	Andorra	Andorra	Andorra	0	42.53222	1.57392	1418	Encamp	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=42.53222&lon=1.57392
AD	Sornàs	Sornàs	Sornàs	3038987	folkesett stad	befolket sted	populated place	Andorra	Andorra	Andorra	0	42.56540	1.52870	1514	Ordino	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=42.56540&lon=1.52870
AD	Sispony	Sispony	Sispony	3039077	folkesett stad	befolket sted	populated place	Andorra	Andorra	Andorra	0	42.53355	1.51481	1252	la_Massana	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=42.53355&lon=1.51481
AD	Segudet	Segudet	Segudet	3039132	folkesett stad	befolket sted	populated place	Andorra	Andorra	Andorra	0	42.55755	1.53858	1556	Ordino	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=42.55755&lon=1.53858
AD	Sant Pere	Sant Pere	Sant Pere	3039154	folkesett stad	befolket sted	populated place	Andorra	Andorra	Andorra	0	42.57952	1.65362	1767	Canillo	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=42.57952&lon=1.65362
AD	Andorra la Vella	Andorra la Vella	Andorra la Vella	3041563	Hovudstad	Hovedstad	capital	Andorra	Andorra	Andorra	20430	42.50779	1.52109	1073	Andorra_la_Vella	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=42.50779&lon=1.52109
AD	les Escaldes	les Escaldes	Escaldes-Engordany	3040051	regionshovudstad	regionshovedstad	regional capital	Andorra	Andorra	Andorra	15853	42.50729	1.53414	1350	Escaldes-Engordany	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=42.50729&lon=1.53414
AD	Encamp	Encamp	Encamp	3040686	regionshovudstad	regionshovedstad	regional capital	Andorra	Andorra	Andorra	11223	42.53451	1.57670	1309	Encamp	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=42.53451&lon=1.57670
AD	Sant Julià de Lòria	Sant Julià de Lòria	Sant Julià de Lòria	3039163	regionshovudstad	regionshovedstad	regional capital	Andorra	Andorra	Andorra	8022	42.46372	1.49129	1045	Sant_Julià_de_Lòria	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=42.46372&lon=1.49129
AD	la Massana	la Massana	La Massana	3040132	regionshovudstad	regionshovedstad	regional capital	Andorra	Andorra	Andorra	7211	42.54499	1.51483	1257	la_Massana	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=42.54499&lon=1.51483
AD	Canillo	Canillo	Canillo	3041204	regionshovudstad	regionshovedstad	regional capital	Andorra	Andorra	Andorra	3292	42.56690	1.59556	1640	Canillo	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=42.56690&lon=1.59556
AD	l'Aldosa	l'Aldosa	l'Aldosa	3040140	folkesett stad	befolket sted	populated place	Andorra	Andorra	Andorra	195	42.58333	1.63333	1722	Canillo	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=42.58333&lon=1.63333
AD	Canillo	Canillo	Canillo	3041204	regionshovudstad	regionshovedstad	regional capital	Andorra	Andorra	Andorra	3292	42.56690	1.59556	1640	Canillo	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=42.56690&lon=1.59556
AD	Encamp	Encamp	Encamp	3040686	regionshovudstad	regionshovedstad	regional capital	Andorra	Andorra	Andorra	11223	42.53451	1.57670	1309	Encamp	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=42.53451&lon=1.57670
AD	Encamp	Encamp	Encamp	3040686	regionshovudstad	regionshovedstad	regional capital	Andorra	Andorra	Andorra	11223	42.53451	1.57670	1309	Encamp	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=42.53451&lon=1.57670
AD	l'Aldosa	l'Aldosa	l'Aldosa	3040141	folkesett stad	befolket sted	populated place	Andorra	Andorra	Andorra	594	42.54391	1.52289	1397	la_Massana	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=42.54391&lon=1.52289
AD	la Massana	la Massana	La Massana	3040132	regionshovudstad	regionshovedstad	regional capital	Andorra	Andorra	Andorra	7211	42.54499	1.51483	1257	la_Massana	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=42.54499&lon=1.51483
AD	Ordino	Ordino	Ordino	3039678	regionshovudstad	regionshovedstad	regional capital	Andorra	Andorra	Andorra	3066	42.55623	1.53319	1340	Ordino	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=42.55623&lon=1.53319
AD	Sant Julià de Lòria	Sant Julià de Lòria	Sant Julià de Lòria	3039163	regionshovudstad	regionshovedstad	regional capital	Andorra	Andorra	Andorra	8022	42.46372	1.49129	1045	Sant_Julià_de_Lòria	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=42.46372&lon=1.49129
AD	Andorra la Vella	Andorra la Vella	Andorra la Vella	3041563	Hovudstad	Hovedstad	capital	Andorra	Andorra	Andorra	20430	42.50779	1.52109	1073	Andorra_la_Vella	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=42.50779&lon=1.52109
AD	les Escaldes	les Escaldes	Escaldes-Engordany	3040051	regionshovudstad	regionshovedstad	regional capital	Andorra	Andorra	Andorra	15853	42.50729	1.53414	1350	Escaldes-Engordany	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=42.50729&lon=1.53414
AE	Sarūj	Sarūj	Sarūj	290896	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	25.26636	56.30934	386	Other	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.26636&lon=56.30934
AE	Ḩajar	Ḩajar	Ḩajar	292023	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	25.27732	56.25416	433	Other	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.27732&lon=56.25416
AE	Al ‘Ayn al Ghumūr	Al ‘Ayn al Ghumūr	Al ‘Ayn al Ghumūr	292911	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	24.95951	56.31585	83	Other	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=24.95951&lon=56.31585
AE	Al Arḑīyah	Al Arḑīyah	Al Arḑīyah	292917	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	25.27663	56.31675	307	Other	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.27663&lon=56.31675
AE	Būbādī	Būbādī	Būbādī	394082	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	24.84470	55.97887	321	Other	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=24.84470&lon=55.97887
AE	Dubai	Dubai	Dubai	292223	regionshovudstad	regionshovedstad	regional capital	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	1137347	25.25817	55.30472	12	Dubai	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.25817&lon=55.30472
AE	Abu Dhabi	Abu Dhabi	Abu Dhabi	292968	Hovudstad	Hovedstad	capital	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	603492	24.46667	54.36667	14	Abu_Dhabi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=24.46667&lon=54.36667
AE	Sharjah	Sharjah	Sharjah	292672	regionshovudstad	regionshovedstad	regional capital	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	543733	25.35731	55.40330	20	Sharjah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.35731&lon=55.40330
AE	Al ‘Ayn	Al ‘Ayn	Al Ain	292913	by	by	city	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	408733	24.19167	55.76056	280	Abu_Dhabi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=24.19167&lon=55.76056
AE	Ajman	Ajman	Ajman	292932	regionshovudstad	regionshovedstad	regional capital	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	226172	25.41111	55.43504	16	Ajman	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.41111&lon=55.43504
AE	Abu Dhabi	Abu Dhabi	Abu Dhabi	292968	Hovudstad	Hovedstad	capital	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	603492	24.46667	54.36667	14	Abu_Dhabi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=24.46667&lon=54.36667
AE	Al ‘Ayn	Al ‘Ayn	Al Ain	292913	by	by	city	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	408733	24.19167	55.76056	280	Abu_Dhabi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=24.19167&lon=55.76056
AE	Z̧uwayhir	Z̧uwayhir	Z̧uwayhir	290400	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	23.28333	53.20000	170	Abu_Dhabi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=23.28333&lon=53.20000
AE	Z̧uwayhir	Z̧uwayhir	Z̧uwayhir	290401	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	23.13916	53.69340	104	Abu_Dhabi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=23.13916&lon=53.69340
AE	Z̧afīr	Z̧afīr	Z̧afīr	290454	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	23.12732	53.75439	198	Abu_Dhabi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=23.12732&lon=53.75439
AE	Ajman	Ajman	Ajman	292932	regionshovudstad	regionshovedstad	regional capital	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	226172	25.41111	55.43504	16	Ajman	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.41111&lon=55.43504
AE	Suhaylah	Suhaylah	Suhaylah	286280	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	24.80388	56.19449	238	Ajman	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=24.80388&lon=56.19449
AE	Şufayrī	Şufayrī	Şufayrī	290729	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	24.81168	56.12646	309	Ajman	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=24.81168&lon=56.12646
AE	Sinādil	Sinādil	Sinādil	290748	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	24.81095	56.02511	424	Ajman	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=24.81095&lon=56.02511
AE	Sharīyah	Sharīyah	Sharīyah	290823	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	24.81512	56.09860	319	Ajman	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=24.81512&lon=56.09860
AE	Dubai	Dubai	Dubai	292223	regionshovudstad	regionshovedstad	regional capital	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	1137347	25.25817	55.30472	12	Dubai	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.25817&lon=55.30472
AE	Warīsān	Warīsān	Warīsān	290503	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	25.16744	55.40708	20	Dubai	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.16744&lon=55.40708
AE	‘Urqūb Juwayza	‘Urqūb Juwayza	‘Urqūb Juwayza	290546	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	24.93333	55.46667	102	Dubai	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=24.93333&lon=55.46667
AE	Umm Suqaym	Umm Suqaym	Umm Suqaym	290581	del av folkesett stad	del av befolket sted	section of populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	25.15015	55.20587	26	Dubai	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.15015&lon=55.20587
AE	‘Ūd al Bayḑā’	‘Ūd al Bayḑā’	‘Ūd al Bayḑā’	290624	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	25.01625	55.45533	95	Dubai	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.01625&lon=55.45533
AE	Al Fujayrah	Al Fujayrah	Fujairah	292878	regionshovudstad	regionshovedstad	regional capital	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	62415	25.11641	56.34141	72	Fujairah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.11641&lon=56.34141
AE	Zubārah	Zubārah	Zubārah	290409	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	25.40487	56.35971		Fujairah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.40487&lon=56.35971
AE	Zikt	Zikt	Zikt	290419	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	25.51180	56.32328	41	Fujairah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.51180&lon=56.32328
AE	Z̧anḩah	Z̧anḩah	Z̧anḩah	290442	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	25.56590	56.20217	93	Fujairah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.56590&lon=56.20217
AE	Wāsiţ	Wāsiţ	Wāsiţ	290500	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	25.60698	56.25480	9	Fujairah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.60698&lon=56.25480
AE	Ra’s al Khaymah	Ra’s al Khaymah	Ra’s al Khaymah	291074	regionshovudstad	regionshovedstad	regional capital	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	115949	25.78953	55.94320	27	Ras_al-Khaimah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.78953&lon=55.94320
AE	Yinas	Yinas	Yinas	290462	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	25.73158	56.13405	1079	Ras_al-Khaimah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.73158&lon=56.13405
AE	Wad Wid	Wad Wid	Wad Wid	290518	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	25.62515	56.01396	17	Ras_al-Khaimah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.62515&lon=56.01396
AE	‘Uraybī	‘Uraybī	‘Uraybī	290550	del av folkesett stad	del av befolket sted	section of populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	25.78945	55.97665	20	Ras_al-Khaimah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.78945&lon=55.97665
AE	Suḩaybah	Suḩaybah	Suḩaybah	290727	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	24.93877	56.15754	351	Ras_al-Khaimah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=24.93877&lon=56.15754
AE	Sharjah	Sharjah	Sharjah	292672	regionshovudstad	regionshovedstad	regional capital	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	543733	25.35731	55.40330	20	Sharjah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.35731&lon=55.40330
AE	Khawr Fakkān	Khawr Fakkān	Khawr Fakkān	291696	by	by	city	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	33575	25.33132	56.34199	10	Sharjah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.33132&lon=56.34199
AE	Wādī Shī	Wādī Shī	Wādī Shī	290519	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	25.35000	56.31667	77	Sharjah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.35000&lon=56.31667
AE	Ţarīf Kalbā	Ţarīf Kalbā	Ţarīf Kalbā	290680	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	25.06950	56.33115	30	Sharjah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.06950&lon=56.33115
AE	Shīs	Shīs	Shīs	290793	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	25.29138	56.24549	365	Sharjah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.29138&lon=56.24549
AE	Umm al Qaywayn	Umm al Qaywayn	Umm al Qaywayn	290594	regionshovudstad	regionshovedstad	regional capital	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	44411	25.56473	55.55517	8	Umm_al-Qaiwain	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.56473&lon=55.55517
AE	Lazīmah	Lazīmah	Lazīmah	291617	del av folkesett stad	del av befolket sted	section of populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	25.58611	55.56333	12	Umm_al-Qaiwain	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.58611&lon=55.56333
AE	Falaj al Mu‘allā	Falaj al Mu‘allā	Falaj al Mu‘allā	292202	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	25.35400	55.85332	101	Umm_al-Qaiwain	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.35400&lon=55.85332
AE	‘Uwaynāt	‘Uwaynāt	‘Uwaynāt	292630	folkesett stad	befolket sted	populated place	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	0	25.36585	55.85618	102	Umm_al-Qaiwain	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.36585&lon=55.85618
AE	Adh Dhayd	Adh Dhayd	Adh Dhayd	292953	by	by	town	Dei sameinte arabiske emirata	De forente arabiske emirater	United Arab Emirates	24716	25.28812	55.88157	114	Sharjah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=25.28812&lon=55.88157
AF	Tay Mazār	Tay Mazār	Tay Mazār	1122431	folkesett stad	befolket sted	populated place	Afghanistan	Afghanistan	Afghanistan	0	34.70800	68.33015	2791	Vardak	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=34.70800&lon=68.33015
AF	Shāh Tamūr	Shāh Tamūr	Shāh Tamūr	1125847	folkesett stad	befolket sted	populated place	Afghanistan	Afghanistan	Afghanistan	0	34.71796	68.30362	2912	Vardak	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=34.71796&lon=68.30362
AF	Shāhī Khēl	Shāhī Khēl	Shāhī Khēl	1125976	folkesett stad	befolket sted	populated place	Afghanistan	Afghanistan	Afghanistan	0	34.41361	69.89472	1998	Nangarhar	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=34.41361&lon=69.89472
AF	Sar-e Jark	Sar-e Jark	Sar-e Jark	1127178	folkesett stad	befolket sted	populated place	Afghanistan	Afghanistan	Afghanistan	0	34.03200	67.18388	3028	Bamiyan	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=34.03200&lon=67.18388
AF	Qōl-e Mīrak	Qōl-e Mīrak	Qōl-e Mīrak	1128852	folkesett stad	befolket sted	populated place	Afghanistan	Afghanistan	Afghanistan	0	34.16143	67.43263	3155	Vardak	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=34.16143&lon=67.43263
AF	Kabul	Kabul	Kabul	1138958	Hovudstad	Hovedstad	capital	Afghanistan	Afghanistan	Afghanistan	3043532	34.52813	69.17233	1805	Kabul	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=34.52813&lon=69.17233
AF	Kandahar	Kandahar	Kandahar	1138336	regionshovudstad	regionshovedstad	regional capital	Afghanistan	Afghanistan	Afghanistan	391190	31.61332	65.71013	1010	Kandahar	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=31.61332&lon=65.71013
AF	Mazar-e Sharif	Mazar-e Sharif	Mazari Sharif	1133616	regionshovudstad	regionshovedstad	regional capital	Afghanistan	Afghanistan	Afghanistan	303282	36.70904	67.11087	357	Balkh	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=36.70904&lon=67.11087
AF	Herat	Herat	Herat	1140026	regionshovudstad	regionshovedstad	regional capital	Afghanistan	Afghanistan	Afghanistan	272806	34.34817	62.19967	931	Herat	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=34.34817&lon=62.19967
AF	Jalalabad	Jalalabad	Jalalabad	1139715	regionshovudstad	regionshovedstad	regional capital	Afghanistan	Afghanistan	Afghanistan	200331	34.42647	70.45153	573	Nangarhar	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=34.42647&lon=70.45153
AF	Fayzabad	Fayzabad	Fayzabad	1142170	regionshovudstad	regionshovedstad	regional capital	Afghanistan	Afghanistan	Afghanistan	44421	37.11664	70.58002	1225	Badakhshan	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=37.11664&lon=70.58002
AF	Ashkāsham	Ashkāsham	Ashkāsham	1148268	by	by	town	Afghanistan	Afghanistan	Afghanistan	12120	36.68333	71.53333	3037	Badakhshan	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=36.68333&lon=71.53333
AF	Jarm	Jarm	Jarm	1139085	by	by	town	Afghanistan	Afghanistan	Afghanistan	12106	36.86477	70.83421	1525	Badakhshan	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=36.86477&lon=70.83421
AF	Khandūd	Khandūd	Khandūd	1137148	folkesett stad	befolket sted	populated place	Afghanistan	Afghanistan	Afghanistan	5521	36.95127	72.31800	2757	Badakhshan	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=36.95127&lon=72.31800
AF	Bozai Gumbaz	Bozai Gumbaz	Bozai Gumbaz	1120495	liten stad	lite sted	locality	Afghanistan	Afghanistan	Afghanistan	0	37.13333	74.00000	3996	Badakhshan	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=37.13333&lon=74.00000
AF	Zīārat-e Majnōn Bayd	Zīārat-e Majnōn Bayd	Zīārat-e Majnōn Bayd	1120629	folkesett stad	befolket sted	populated place	Afghanistan	Afghanistan	Afghanistan	0	35.55422	63.80866	1098	Badghis	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=35.55422&lon=63.80866
AF	Zighand Jow	Zighand Jow	Zighand Jow	1120733	folkesett stad	befolket sted	populated place	Afghanistan	Afghanistan	Afghanistan	0	35.11137	64.66089	1980	Badghis	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=35.11137&lon=64.66089
AF	Zayshī	Zayshī	Zayshī	1120744	folkesett stad	befolket sted	populated place	Afghanistan	Afghanistan	Afghanistan	0	34.80729	63.17486	1654	Badghis	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=34.80729&lon=63.17486
AF	Zaysalekh	Zaysalekh	Zaysalekh	1120745	folkesett stad	befolket sted	populated place	Afghanistan	Afghanistan	Afghanistan	0	34.82637	63.41157	1305	Badghis	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=34.82637&lon=63.41157
AF	Zay Murād	Zay Murād	Zay Murād	1120748	folkesett stad	befolket sted	populated place	Afghanistan	Afghanistan	Afghanistan	0	34.87487	62.97518	1257	Badghis	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=34.87487&lon=62.97518
AF	Baghlān	Baghlān	Baghlan	1147540	by	by	city	Afghanistan	Afghanistan	Afghanistan	108449	36.13068	68.70829	552	Baghlan	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=36.13068&lon=68.70829
AF	Pul-e Khumrī	Pul-e Khumrī	Pul-e Khumrī	1130490	regionshovudstad	regionshovedstad	regional capital	Afghanistan	Afghanistan	Afghanistan	56369	35.94458	68.71512	684	Baghlan	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=35.94458&lon=68.71512
AF	Nahrīn	Nahrīn	Nahrīn	1132495	by	by	town	Afghanistan	Afghanistan	Afghanistan	22363	36.06490	69.13343	1156	Baghlan	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=36.06490&lon=69.13343
AF	Ḩukūmatī Dahānah-ye Ghōrī	Ḩukūmatī Dahānah-ye Ghōrī	Ḩukūmatī Dahānah-ye Ghōrī	1144559	folkesett stad	befolket sted	populated place	Afghanistan	Afghanistan	Afghanistan	3307	35.90617	68.48869	779	Baghlan	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=35.90617&lon=68.48869
AF	Z̄ūlfaqār	Z̄ūlfaqār	Z̄ūlfaqār	1120518	folkesett stad	befolket sted	populated place	Afghanistan	Afghanistan	Afghanistan	0	35.61678	68.67031	813	Baghlan	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=35.61678&lon=68.67031
AF	Panjāb	Panjāb	Panjāb	1131162	by	by	town	Afghanistan	Afghanistan	Afghanistan	13471	34.38795	67.02327	2707	Bamiyan	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=34.38795&lon=67.02327
AF	Kōtkaī	Kōtkaī	Kōtkaī	1120480	folkesett stad	befolket sted	populated place	Afghanistan	Afghanistan	Afghanistan	0	34.46212	66.95955	2891	Bamiyan	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=34.46212&lon=66.95955
AF	Zūlij	Zūlij	Zūlij	1120526	folkesett stad	befolket sted	populated place	Afghanistan	Afghanistan	Afghanistan	0	34.87944	66.51013	2796	Bamiyan	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=34.87944&lon=66.51013
AF	Zīr Qal‘ah	Zīr Qal‘ah	Zīr Qal‘ah	1120574	folkesett stad	befolket sted	populated place	Afghanistan	Afghanistan	Afghanistan	0	34.21222	66.94028	2472	Bamiyan	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=34.21222&lon=66.94028
AF	Ziarat	Ziarat	Ziarat	1120646	folkesett stad	befolket sted	populated place	Afghanistan	Afghanistan	Afghanistan	0	34.64361	67.09667	2981	Bamiyan	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=34.64361&lon=67.09667
AF	Bāmyān	Bāmyān	Bāmyān	1147242	regionshovudstad	regionshovedstad	regional capital	Afghanistan	Afghanistan	Afghanistan	0	34.82417	67.82167	2508	Bamiyan	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=34.82417&lon=67.82167
AF	Bāmyān	Bāmyān	Bāmyān	1147242	regionshovudstad	regionshovedstad	regional capital	Afghanistan	Afghanistan	Afghanistan	0	34.82417	67.82167	2508	Bamiyan	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=34.82417&lon=67.82167
AF	Farāh	Farāh	Farāh	1142264	regionshovudstad	regionshovedstad	regional capital	Afghanistan	Afghanistan	Afghanistan	43561	32.37451	62.11638	653	Farah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=32.37451&lon=62.11638
