Landskode	Stadnamn nynorsk	Stadnamn bokmål	Stadnamn engelsk	Geonames-ID	Stadtype nynorsk	Stadtype bokmål	Stadtype engelsk	Landsnamn nynorsk	Landsnamn bokmål	Landsnamn engelsk	Folketal	Lat	Lon	Høgd over havet	Lenke til county	Lenke til engelsk-XML
JM	New Kingston	New Kingston	New Kingston	3489297	del av folkesett stad	del av befolket sted	section of populated place	Jamaica	Jamaica	Jamaica	583958	18.00747	-76.78319	114	St._Andrew	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.00747&lon=-76.78319
JM	Half Way Tree	Half Way Tree	Half Way Tree	3490165	del av folkesett stad	del av befolket sted	section of populated place	Jamaica	Jamaica	Jamaica	18552	18.01248	-76.79928	86	St._Andrew	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.01248&lon=-76.79928
JM	Constant Spring	Constant Spring	Constant Spring	3490880	by	by	town	Jamaica	Jamaica	Jamaica	12830	18.05078	-76.79372	180	St._Andrew	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.05078&lon=-76.79372
JM	Stony Hill	Stony Hill	Stony Hill	3488380	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	8551	18.07537	-76.79109	429	St._Andrew	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.07537&lon=-76.79109
JM	Mona Heights	Mona Heights	Mona Heights	3489467	del av folkesett stad	del av befolket sted	section of populated place	Jamaica	Jamaica	Jamaica	2887	18.01375	-76.75186	179	St._Andrew	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.01375&lon=-76.75186
JM	Ocho Rios	Ocho Rios	Ocho Rios	3489239	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	9450	18.40250	-77.10480	42	St._Ann	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.40250&lon=-77.10480
JM	Runaway Bay	Runaway Bay	Runaway Bay	3488726	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	6517	18.45962	-77.33570	7	St._Ann	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.45962&lon=-77.33570
JM	Bamboo	Bamboo	Bamboo	3491487	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	4264	18.39216	-77.26429	586	St._Ann	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.39216&lon=-77.26429
JM	Moneague	Moneague	Moneague	3489464	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	3319	18.27556	-77.11177	321	St._Ann	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.27556&lon=-77.11177
JM	Discovery Bay	Discovery Bay	Discovery Bay	3490716	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	2535	18.45986	-77.39245	10	St._Ann	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.45986&lon=-77.39245
JM	Saint Ann’s Bay	Saint Ann’s Bay	St Ann's Bay	3488713	regionshovudstad	regionshovedstad	regional capital	Jamaica	Jamaica	Jamaica	0	18.43581	-77.20098	7	St._Ann	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.43581&lon=-77.20098
JM	Saint Ann’s Bay	Saint Ann’s Bay	St Ann's Bay	3488713	regionshovudstad	regionshovedstad	regional capital	Jamaica	Jamaica	Jamaica	0	18.43581	-77.20098	7	St._Ann	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.43581&lon=-77.20098
JM	Spanish Town	Spanish Town	Spanish Town	3488465	regionshovudstad	regionshovedstad	regional capital	Jamaica	Jamaica	Jamaica	145018	17.99107	-76.95742	23	St._Catherine	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=17.99107&lon=-76.95742
JM	Portmore	Portmore	Portmore	3488981	by	by	city	Jamaica	Jamaica	Jamaica	102861	17.97024	-76.86722	1	St._Catherine	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=17.97024&lon=-76.86722
JM	Old Harbour	Old Harbour	Old Harbour	3489227	by	by	town	Jamaica	Jamaica	Jamaica	26024	17.94144	-77.10898	23	St._Catherine	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=17.94144&lon=-77.10898
JM	Linstead	Linstead	Linstead	3489760	by	by	town	Jamaica	Jamaica	Jamaica	20660	18.13683	-77.03171	131	St._Catherine	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.13683&lon=-77.03171
JM	Bog Walk	Bog Walk	Bog Walk	3491293	by	by	town	Jamaica	Jamaica	Jamaica	12873	18.10205	-77.00541	78	St._Catherine	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.10205&lon=-77.00541
JM	Santa Cruz	Santa Cruz	Santa Cruz	3488620	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	8217	18.05336	-77.69836	27	St._Elizabeth	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.05336&lon=-77.69836
JM	Bull Savanna	Bull Savanna	Bull Savanna	3491161	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	6962	17.88678	-77.59022	120	St._Elizabeth	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=17.88678&lon=-77.59022
JM	Black River	Black River	Black River	3491355	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	4229	18.02636	-77.84873	3	St._Elizabeth	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.02636&lon=-77.84873
JM	Malvern	Malvern	Malvern	3489603	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	3291	17.97291	-77.70108	626	St._Elizabeth	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=17.97291&lon=-77.70108
JM	Lacovia	Lacovia	Lacovia	3489829	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	3187	18.07500	-77.75478	148	St._Elizabeth	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.07500&lon=-77.75478
JM	Montego Bay	Montego Bay	Montego Bay	3489460	by	by	city	Jamaica	Jamaica	Jamaica	82867	18.47116	-77.91883	53	St._James	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.47116&lon=-77.91883
JM	Anchovy	Anchovy	Anchovy	3491570	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	4161	18.41030	-77.93166	289	St._James	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.41030&lon=-77.93166
JM	Cambridge	Cambridge	Cambridge	3491102	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	3930	18.31326	-77.90252	267	St._James	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.31326&lon=-77.90252
JM	Maroon Town	Maroon Town	Maroon Town	3489555	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	3085	18.34464	-77.79544	510	St._James	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.34464&lon=-77.79544
JM	Windsor Lodge	Windsor Lodge	Windsor Lodge	3487990	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	0	18.43333	-77.80000	221	St._James	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.43333&lon=-77.80000
JM	Port Maria	Port Maria	Port Maria	3488985	regionshovudstad	regionshovedstad	regional capital	Jamaica	Jamaica	Jamaica	7906	18.36849	-76.88946	3	St._Mary	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.36849&lon=-76.88946
JM	Gayle	Gayle	Gayle	3490368	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	3305	18.32642	-77.00971	195	St._Mary	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.32642&lon=-77.00971
JM	Islington	Islington	Islington	3489962	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	2958	18.30922	-76.85482	214	St._Mary	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.30922&lon=-76.85482
JM	Richmond	Richmond	Richmond	3488834	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	2046	18.24390	-76.89078	247	St._Mary	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.24390&lon=-76.89078
JM	Lucky Hill	Lucky Hill	Lucky Hill	3489651	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	774	18.31024	-77.01045	322	St._Mary	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.31024&lon=-77.01045
JM	Morant Bay	Morant Bay	Morant Bay	3489440	regionshovudstad	regionshovedstad	regional capital	Jamaica	Jamaica	Jamaica	9368	17.88145	-76.40927		St._Thomas	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=17.88145&lon=-76.40927
JM	Yallahs	Yallahs	Yallahs	3487963	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	7644	17.87480	-76.56245		St._Thomas	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=17.87480&lon=-76.56245
JM	Seaforth	Seaforth	Seaforth	3488597	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	4550	17.93578	-76.45730	148	St._Thomas	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=17.93578&lon=-76.45730
JM	Golden Grove	Golden Grove	Golden Grove	3490318	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	3058	17.93362	-76.27254	13	St._Thomas	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=17.93362&lon=-76.27254
JM	Dalvey	Dalvey	Dalvey	3490768	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	3037	17.91184	-76.24864	29	St._Thomas	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=17.91184&lon=-76.24864
JM	Falmouth	Falmouth	Falmouth	3490520	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	7779	18.49358	-77.65587	1	Trelawny	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.49358&lon=-77.65587
JM	Albert Town	Albert Town	Albert Town	3491602	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	3449	18.29434	-77.54239	565	Trelawny	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.29434&lon=-77.54239
JM	Wakefield	Wakefield	Wakefield	3488133	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	2763	18.41211	-77.72183	147	Trelawny	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.41211&lon=-77.72183
JM	Duncans	Duncans	Duncans	3490633	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	1876	18.46800	-77.53633	123	Trelawny	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.46800&lon=-77.53633
JM	Ulster Spring	Ulster Spring	Ulster Spring	3488180	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	1411	18.31482	-77.52067	482	Trelawny	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.31482&lon=-77.52067
JM	Bethel Town	Bethel Town	Bethel Town	3491381	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	3053	18.29504	-77.95112	301	Westmoreland	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.29504&lon=-77.95112
JM	Bluefields	Bluefields	Bluefields	3491327	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	2828	18.16602	-78.02702		Westmoreland	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.16602&lon=-78.02702
JM	Petersfield	Petersfield	Petersfield	3489062	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	2255	18.26158	-78.07117	62	Westmoreland	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.26158&lon=-78.07117
JM	Darliston	Darliston	Darliston	3490758	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	1583	18.23731	-77.97626	424	Westmoreland	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.23731&lon=-77.97626
JM	Frome	Frome	Frome	3490390	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	993	18.29407	-78.15469	23	Westmoreland	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.29407&lon=-78.15469
JM	Savanna-la-Mar	Savanna-la-Mar	Savanna-la-Mar	3488613	regionshovudstad	regionshovedstad	regional capital	Jamaica	Jamaica	Jamaica	0	18.21895	-78.13320	5	Westmoreland	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.21895&lon=-78.13320
JM	Savanna-la-Mar	Savanna-la-Mar	Savanna-la-Mar	3488613	regionshovudstad	regionshovedstad	regional capital	Jamaica	Jamaica	Jamaica	0	18.21895	-78.13320	5	Westmoreland	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=18.21895&lon=-78.13320
JM	Port Royal	Port Royal	Port Royal	3488980	folkesett stad	befolket sted	populated place	Jamaica	Jamaica	Jamaica	3327	17.93712	-76.84081		Kingston	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=17.93712&lon=-76.84081
JM	Rollington Town	Rollington Town	Rollington Town	3488762	del av folkesett stad	del av befolket sted	section of populated place	Jamaica	Jamaica	Jamaica	0	17.97600	-76.77053	36	Kingston	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=17.97600&lon=-76.77053
JM	Norman Gardens	Norman Gardens	Norman Gardens	3489264	del av folkesett stad	del av befolket sted	section of populated place	Jamaica	Jamaica	Jamaica	0	17.97926	-76.75800	294	Kingston	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=17.97926&lon=-76.75800
JM	Newport East	Newport East	Newport East	3489289	del av folkesett stad	del av befolket sted	section of populated place	Jamaica	Jamaica	Jamaica	0	17.96889	-76.80403	10	Kingston	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=17.96889&lon=-76.80403
JM	Bournemouth Gardens	Bournemouth Gardens	Bournemouth Gardens	3491268	del av folkesett stad	del av befolket sted	section of populated place	Jamaica	Jamaica	Jamaica	0	17.97065	-76.76199	11	Kingston	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=17.97065&lon=-76.76199
JO	Dawgarah	Dawgarah	Dawgarah	249715	folkesett stad	befolket sted	populated place	Jordan	Jordan	Jordan	0	32.60000	35.71667	302	Other	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=32.60000&lon=35.71667
JO	As Suwaylimah	As Suwaylimah	As Suwaylimah	250225	folkesett stad	befolket sted	populated place	Jordan	Jordan	Jordan	0	32.48267	36.15101	629	Other	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=32.48267&lon=36.15101
JO	Al Mara‘ah	Al Mara‘ah	Al Mara‘ah	250555	folkesett stad	befolket sted	populated place	Jordan	Jordan	Jordan	0	31.26667	35.50000	-364	Other	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=31.26667&lon=35.50000
JO	Abū Ghārah	Abū Ghārah	Abū Ghārah	251005	folkesett stad	befolket sted	populated place	Jordan	Jordan	Jordan	0	32.16878	36.32062	639	Other	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=32.16878&lon=36.32062
JO	Amman	Amman	Amman	250441	Hovudstad	Hovedstad	capital	Jordan	Jordan	Jordan	1275857	31.95522	35.94503	735	Amman	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=31.95522&lon=35.94503
JO	Irbid	Irbid	Irbid	248946	regionshovudstad	regionshovedstad	regional capital	Jordan	Jordan	Jordan	307480	32.55556	35.85000	584	Irbid	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=32.55556&lon=35.85000
JO	Wadi Al Seer	Wadi Al Seer	Wadi Al Seer	246013	by	by	city	Jordan	Jordan	Jordan	181212	31.95126	35.81979	720	Amman	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=31.95126&lon=35.81979
JO	Akaba	Akaba	Aqaba	250774	regionshovudstad	regionshovedstad	regional capital	Jordan	Jordan	Jordan	95048	29.52667	35.00778	38	Aqaba	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=29.52667&lon=35.00778
JO	Madaba	Madaba	Madaba	248370	regionshovudstad	regionshovedstad	regional capital	Jordan	Jordan	Jordan	82335	31.71667	35.80000	745	Madaba	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=31.71667&lon=35.80000
JO	As Salţ	As Salţ	Salt	250258	by	by	city	Jordan	Jordan	Jordan	80189	32.03917	35.72722	759	Balqa	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=32.03917&lon=35.72722
JO	Al Karāmah	Al Karāmah	Al Karāmah	250623	folkesett stad	befolket sted	populated place	Jordan	Jordan	Jordan	9384	31.95222	35.57917	-279	Balqa	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=31.95222&lon=35.57917
JO	Yarqā	Yarqā	Yarqā	245939	folkesett stad	befolket sted	populated place	Jordan	Jordan	Jordan	4786	31.97845	35.69473	671	Balqa	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=31.97845&lon=35.69473
JO	‘Uyūn adh Dhi’b	‘Uyūn adh Dhi’b	‘Uyūn adh Dhi’b	246044	folkesett stad	befolket sted	populated place	Jordan	Jordan	Jordan	0	32.07051	35.91344	937	Balqa	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=32.07051&lon=35.91344
JO	Umm Tall	Umm Tall	Umm Tall	246129	folkesett stad	befolket sted	populated place	Jordan	Jordan	Jordan	0	32.11909	35.83252	484	Balqa	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=32.11909&lon=35.83252
JO	‘Izrā	‘Izrā	‘Izrā	248923	by	by	town	Jordan	Jordan	Jordan	22756	31.15889	35.69278	1123	Karak	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=31.15889&lon=35.69278
JO	Al Mazār	Al Mazār	Al Mazār	250540	folkesett stad	befolket sted	populated place	Jordan	Jordan	Jordan	9383	31.06556	35.69611	1264	Karak	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=31.06556&lon=35.69611
JO	‘Ayy	‘Ayy	‘Ayy	250106	folkesett stad	befolket sted	populated place	Jordan	Jordan	Jordan	7340	31.13333	35.64083	834	Karak	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=31.13333&lon=35.64083
JO	Aţ Ţayyibah	Aţ Ţayyibah	Aţ Ţayyibah	250187	folkesett stad	befolket sted	populated place	Jordan	Jordan	Jordan	5231	31.05672	35.60168	940	Karak	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=31.05672&lon=35.60168
JO	Adir	Adir	Adir	250821	folkesett stad	befolket sted	populated place	Jordan	Jordan	Jordan	4441	31.20217	35.76155	974	Karak	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=31.20217&lon=35.76155
JO	Karak City	Karak City	Karak	6946409	regionshovudstad	regionshovedstad	regional capital	Jordan	Jordan	Jordan	21678	31.16368	35.76204	930	Karak	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=31.16368&lon=35.76204
JO	Karak City	Karak City	Karak	6946409	regionshovudstad	regionshovedstad	regional capital	Jordan	Jordan	Jordan	21678	31.16368	35.76204	930	Karak	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=31.16368&lon=35.76204
JO	Buşayrā	Buşayrā	Buşayrā	249842	folkesett stad	befolket sted	populated place	Jordan	Jordan	Jordan	7154	30.73760	35.60775	1136	Tafielah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=30.73760&lon=35.60775
JO	Sinfaha	Sinfaha	Sinfaha	246775	folkesett stad	befolket sted	populated place	Jordan	Jordan	Jordan	0	30.84148	35.56693	1122	Tafielah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=30.84148&lon=35.56693
JO	Ruwaym	Ruwaym	Ruwaym	247202	folkesett stad	befolket sted	populated place	Jordan	Jordan	Jordan	0	30.82275	35.58204	1080	Tafielah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=30.82275&lon=35.58204
JO	Majādil	Majādil	Majādil	248513	folkesett stad	befolket sted	populated place	Jordan	Jordan	Jordan	0	30.88090	35.64007	1095	Tafielah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=30.88090&lon=35.64007
JO	Khirbat Buţaynah	Khirbat Buţaynah	Khirbat Buţaynah	248524	folkesett stad	befolket sted	populated place	Jordan	Jordan	Jordan	0	30.86250	35.63198	1122	Tafielah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=30.86250&lon=35.63198
JO	Aţ Ţafīlah	Aţ Ţafīlah	Aţ Ţafīlah	250198	regionshovudstad	regionshovedstad	regional capital	Jordan	Jordan	Jordan	25429	30.83752	35.60442	1113	Tafielah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=30.83752&lon=35.60442
JO	Aţ Ţafīlah	Aţ Ţafīlah	Aţ Ţafīlah	250198	regionshovudstad	regionshovedstad	regional capital	Jordan	Jordan	Jordan	25429	30.83752	35.60442	1113	Tafielah	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=30.83752&lon=35.60442
JO	Al Mafraq	Al Mafraq	Al Mafraq	250582	regionshovudstad	regionshovedstad	regional capital	Jordan	Jordan	Jordan	57118	32.34289	36.20804	696	Mafraq	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=32.34289&lon=36.20804
JO	Akaba	Akaba	Aqaba	250774	regionshovudstad	regionshovedstad	regional capital	Jordan	Jordan	Jordan	95048	29.52667	35.00778	38	Aqaba	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=29.52667&lon=35.00778
JO	Az Zarqā’	Az Zarqā’	Zarqa	250090	regionshovudstad	regionshovedstad	regional capital	Jordan	Jordan	Jordan	792665	32.07275	36.08796	634	Zarqa	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=32.07275&lon=36.08796
JO	Irbid	Irbid	Irbid	248946	regionshovudstad	regionshovedstad	regional capital	Jordan	Jordan	Jordan	307480	32.55556	35.85000	584	Irbid	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=32.55556&lon=35.85000
JO	Ar Ramthā	Ar Ramthā	Ar Ramtha	250336	by	by	city	Jordan	Jordan	Jordan	74901	32.55917	36.00694	491	Irbid	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=32.55917&lon=36.00694
JO	Adjlun	Adjlun	Adjlun	250799	by	by	city	Jordan	Jordan	Jordan	125557	32.33385	35.75238	786	Irbid	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=32.33385&lon=35.75238
JO	Ma‘ān	Ma‘ān	Ma‘ān	248382	folkesett stad	befolket sted	populated place	Jordan	Jordan	Jordan	0	30.19624	35.73405	1109	Ma’an	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=30.19624&lon=35.73405
JO	Adjlun	Adjlun	Adjlun	250799	by	by	city	Jordan	Jordan	Jordan	125557	32.33385	35.75238	786	Irbid	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=32.33385&lon=35.75238
JO	Akaba	Akaba	Aqaba	250774	regionshovudstad	regionshovedstad	regional capital	Jordan	Jordan	Jordan	95048	29.52667	35.00778	38	Aqaba	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=29.52667&lon=35.00778
JO	Jarash	Jarash	Jerash	248875	by	by	town	Jordan	Jordan	Jordan	27046	32.28082	35.89929	528	Irbid	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=32.28082&lon=35.89929
JO	Madaba	Madaba	Madaba	248370	regionshovudstad	regionshovedstad	regional capital	Jordan	Jordan	Jordan	82335	31.71667	35.80000	745	Madaba	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=31.71667&lon=35.80000
JP	Niihama	Niihama	Niihama	1855425	by	by	city	Japan	Japan	Japan	123059	33.95933	133.31672	85	Ehime	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=33.95933&lon=133.31672
JP	Tsukishima	Tsukishima	Tsukishima	1849687	del av folkesett stad	del av befolket sted	section of populated place	Japan	Japan	Japan	0	35.65833	139.78333	1	Other	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=35.65833&lon=139.78333
JP	Nishimura	Nishimura	Nishimura	1855226	folkesett stad	befolket sted	populated place	Japan	Japan	Japan	0	37.84727	136.91725	1	Ishikawa	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=37.84727&lon=136.91725
JP	Kitazura	Kitazura	Kitazura	1859268	folkesett stad	befolket sted	populated place	Japan	Japan	Japan	0	37.85246	136.92247		Ishikawa	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=37.85246&lon=136.92247
JP	Kami-kōjaku	Kami-kōjaku	Kami-kōjaku	1860521	folkesett stad	befolket sted	populated place	Japan	Japan	Japan	0	33.82858	130.76019	97	Fukuoka	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=33.82858&lon=130.76019
JP	Tokyo	Tokyo	Tokyo	1850147	Hovudstad	Hovedstad	capital	Japan	Japan	Japan	8336599	35.68950	139.69171	40	Tokyo	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=35.68950&lon=139.69171
JP	Yokohama	Yokohama	Yokohama	1848354	regionshovudstad	regionshovedstad	regional capital	Japan	Japan	Japan	3574443	35.44778	139.64250	6	Kanagawa	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=35.44778&lon=139.64250
JP	Osaka	Osaka	Osaka	1853909	regionshovudstad	regionshovedstad	regional capital	Japan	Japan	Japan	2592413	34.69374	135.50218	3	Osaka	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=34.69374&lon=135.50218
JP	Nagoya	Nagoya	Nagoya	1856057	regionshovudstad	regionshovedstad	regional capital	Japan	Japan	Japan	2191279	35.18147	136.90641	14	Aichi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=35.18147&lon=136.90641
JP	Sapporo	Sapporo	Sapporo	2128295	regionshovudstad	regionshovedstad	regional capital	Japan	Japan	Japan	1883027	43.06417	141.34694	19	Hokkaido	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=43.06417&lon=141.34694
JP	Nagoya	Nagoya	Nagoya	1856057	regionshovudstad	regionshovedstad	regional capital	Japan	Japan	Japan	2191279	35.18147	136.90641	14	Aichi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=35.18147&lon=136.90641
JP	Toyohashi	Toyohashi	Toyohashi	1849846	by	by	city	Japan	Japan	Japan	378374	34.76667	137.38333	19	Aichi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=34.76667&lon=137.38333
JP	Toyota	Toyota	Toyota	1849814	by	by	city	Japan	Japan	Japan	362383	35.08333	137.15000	48	Aichi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=35.08333&lon=137.15000
JP	Okazaki	Okazaki	Okazaki	1854376	by	by	city	Japan	Japan	Japan	352361	34.95000	137.16667	28	Aichi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=34.95000&lon=137.16667
JP	Kasugai	Kasugai	Kasugai	1859891	by	by	city	Japan	Japan	Japan	298589	35.24762	136.97229	44	Aichi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=35.24762&lon=136.97229
JP	Akita	Akita	Akita	2113126	by	by	city	Japan	Japan	Japan	320069	39.71667	140.11667	23	Akita	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=39.71667&lon=140.11667
JP	Ōdate	Ōdate	Ōdate	2128787	by	by	city	Japan	Japan	Japan	64543	40.26861	140.56833	77	Akita	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=40.26861&lon=140.56833
JP	Noshiro	Noshiro	Noshiro	2128867	by	by	city	Japan	Japan	Japan	51079	40.20389	140.02417	10	Akita	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=40.20389&lon=140.02417
